,Unnamed: 0,bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
9443,9452,37536,Adam and Eve and Pinch Me,Ruth Rendell,3.64,1400031184,eng,368,1932,131,14-01-2003 00:00,Vintage Crime/Black Lizard
9444,9453,37538,A Pinch of Snuff (Dalziel & Pascoe  #5),Reginald Hill,3.84,440169127,eng,336,1077,47,01-07-1990 00:00,Dell
9445,9454,37539,Egyptian Myth: A Very Short Introduction,Geraldine Pinch,3.61,192803468,eng,143,189,18,08-07-2004 00:00,Oxford University Press  USA
9446,9455,37540,A Pinch of Poison (Hemlock Falls Mysteries  #3),Claudia Bishop,3.57,425151042,eng,249,328,29,01-12-1995 00:00,Berkley
9447,9456,37546,Persuasion,Jane Austen,4.14,812565886,eng,242,1532,61,15-10-1999 00:00,Tor Classics
9448,9457,37552,Beyond Seduction (Beyond Duet  #2),Emma Holly,3.7,515133086,eng,297,1329,60,28-06-2002 00:00,Jove
9449,9458,37553,Sense and Sensibility,Jane Austen/Claire Lamont/James Kinsley,4.07,192804782,eng,327,6853,249,29-04-2004 00:00,Oxford University Press
9450,9459,37554,Sense and Sensibility,Jane Austen/Claire Lamont/Ros Ballaster,4.07,140434259,eng,346,528,39,01-01-1996 00:00,Penguin Classics
9451,9460,37558,Sense and Sensibility,Jane Austen/Laura Engel,4.07,159308336X,eng,312,1189,86,21-10-2004 00:00,Barnes & Noble
9452,9461,37560,Sense and Sensibility,Jane Austen/Laura Engel,4.07,1593080492,eng,336,655,67,01-08-2003 00:00,Barnes  Noble Classics
9453,9462,37561,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),SparkNotes/Ken Kesey,4.13,1586633791,eng,72,4,0,15-07-2002 00:00,SparkNotes
9454,9463,37564,A Different Mirror: A History of Multicultural America,Ronald Takaki,4.13,316831115,en-US,508,3389,212,01-06-1994 00:00,Back Bay Books
9455,9464,37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.82,688140718,en-US,272,779,82,28-03-1995 00:00,William Morrow Paperbacks
9456,9465,37569,The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender/Greg Martin/Ted Morino,4.28,967469783,eng,230,732,72,01-10-2001 00:00,Middleway Press
9457,9466,37572,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.08,345910907,eng,704,143,26,12-07-1987 00:00,Ballantine Books
9458,9467,37573,They Do It With Mirrors,Agatha Christie/Rosemary Leach,3.76,1559277580,eng,7,2,0,08-11-2002 00:00,MacMillan Audio
9459,9468,37585,The Lemon Table,Julian Barnes,3.68,1400076501,eng,241,2043,167,05-04-2005 00:00,Vintage
9460,9469,37587,The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3),Eoin Colfer,4.36,786848693,en-US,912,858,12,27-09-2005 00:00,Miramax
9462,9471,37594,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.04,439573882,eng,309,221,13,01-10-2003 00:00,Scholastic Inc.
9463,9472,37595,El cubo B (Artemis Fowl  #3),Eoin Colfer/Ana Alcaina,4.04,307343111,spa,352,17,0,05-07-2005 00:00,Montena
9464,9473,37598,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.04,670913529,eng,329,187,6,03-04-2003 00:00,Penguin Group
9465,9474,37603,Forget Me Not: Photography and Remembrance,Geoffrey Batchen,4.22,156898619X,eng,128,56,8,03-08-2006 00:00,Princeton Architectural Press
9466,9475,37612,Monsoon Summer,Mitali Perkins,3.82,440238404,eng,257,588,107,11-04-2006 00:00,Laurel Leaf Library
9467,9476,37619,Warlock (Ancient Egypt  #3),Wilbur Smith,4.04,312980388,eng,642,11169,272,16-09-2002 00:00,St. Martin's Paperbacks
9468,9477,37623,Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,4.11,743252217,eng,415,2414,131,07-11-2006 00:00,Simon & Schuster
9469,9478,37624,Gift from the Sea,Anne Morrow Lindbergh,4.17,679406832,en-US,132,1372,187,08-10-1991 00:00,Pantheon Books
9470,9479,37625,Wide Sargasso Sea: A Reader's Guide to Essential Criticism,Carl Plasa,3.63,184046268X,eng,194,166,10,06-09-2002 00:00,Palgrave Macmillan
9471,9480,37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,4.37,878510370,eng,512,1160,35,01-10-1980 00:00,Hearst Communications
9472,9481,37638,Evelina,Frances Burney/Edward A. Bloom,3.67,192840312,eng,455,12101,495,18-07-2002 00:00,Oxford University Press
9473,9482,37646,Dancing On Air,Frances Oliver,4.0,1553100662,eng,157,10,1,30-04-2004 00:00,Ash-Tree Press
9474,9483,37651,Holding On to the Air,Suzanne Farrell/Toni Bentley,4.09,813025931,eng,352,524,40,25-09-2002 00:00,University Press of Florida
9475,9484,37656,The Turtle (The Lighthouse Family  #4),Cynthia Rylant/Preston McDaniels,4.07,689863128,eng,48,155,13,01-02-2006 00:00,Beach Lane Books
9476,9485,37657,The Body in the Lighthouse,Katherine Hall Page,3.68,380813866,en-US,352,434,28,30-03-2004 00:00,Avon
9477,9486,37660,American Tragedy: Kennedy  Johnson  and the Origins of the Vietnam War,David E. Kaiser,3.51,674006720,eng,576,30,3,30-01-2002 00:00,Belknap Press
9478,9487,37670,The Sun Also Rises,Ernest Hemingway,3.82,684182602,eng,247,62,9,01-10-1984 00:00,Scribner Book Company
9479,9488,37673,The Call of the Wild,Jack London/Wendell Minor,3.86,068981836X,eng,128,188,16,01-10-1999 00:00,Aladdin
9480,9489,37674,The Call of the Wild,Jack London/Gary Paulsen,3.86,689856741,eng,139,2210,157,01-02-2003 00:00,Aladdin
9481,9490,37675,The Call of the Wild and Three Other Klondike Stories,Jack London/Roger Dressler,3.81,1587887738,eng,5,33,1,01-09-2001 00:00,Brilliance Audio
9482,9491,37678,The Call of the Wild and Selected Stories: 100th Anniversary Ed.,Jack London/Alex Kershaw,3.82,451527038,eng,192,54,12,01-11-1998 00:00,Signet Classics
9483,9492,37683,Fahrenheit 451,Ray Bradbury/Alfredo Crespo,3.99,8497930053,spa,176,580,64,29-11-2004 00:00,Debolsillo
9484,9493,37684,The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram/C.S. Lewis/Tudor Humphries,4.25,60556501,eng,48,6307,64,21-09-2004 00:00,HarperCollins
9485,9494,37685,The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2),C.S. Lewis/Pauline Baynes,4.21,60765488,eng,189,652,70,25-10-2005 00:00,HarperEntertainment
9486,9495,37690,The Lion  the Witch and the Wardrobe (Narnia),C.S. Lewis/Pauline Baynes,4.21,60845244,en-US,189,59,7,04-10-2005 00:00,HarperCollins Publishers
9487,9496,37693,New Moon (Moon #6),Rebecca York,3.86,425216020,eng,323,634,30,06-03-2007 00:00,Berkley Sensation
9488,9497,37694,Health: The Basics (Donatelle Series),Rebecca J. Donatelle,3.58,805377956,en-US,480,6,0,09-03-2006 00:00,Benjamin-Cummings Publishing Company
9489,9498,37698,Cliffsnotes on Eliot's Middlemarch,Brian Johnston/George Eliot/CliffsNotes,4.14,822008254,eng,109,7,2,06-07-1967 00:00,Cliffs Notes
9490,9499,37700,Alice's Adventures in Wonderland,Lewis Carroll/Richard  Kelly,4.02,155111223X,eng,356,73,8,13-09-2000 00:00,Broadview Press Inc
9491,9500,37707,Anne of the Island and Tales of Avonlea,L.M. Montgomery,4.3,051703705X,eng,573,417,5,20-03-1991 00:00,Gramercy
9492,9501,37716,A Christmas Carol and The Night Before Christmas,Charles Dickens/Clement C. Moore/Arthur Rackham,4.35,517229277,eng,156,91,15,03-10-2006 00:00,Gramercy Books
9493,9502,37722,In Search of Dracula: The History of Dracula and Vampires,Raymond T. McNally/Radu Florescu,3.87,395657830,eng,320,1257,76,31-10-1994 00:00,Mariner Books
9494,9503,37726,The Annotated Charlotte's Web,E.B. White/Garth Williams/Peter F. Neumeyer,4.17,60882603,eng,320,43,2,31-10-2006 00:00,HarperCollins
9495,9504,37731,Just as Long as We're Together,Judy Blume,4.07,330398040,eng,202,9375,422,09-04-2001 00:00,Macmillan Children's Books
9496,9505,37734,Wifey / Smart Women,Judy Blume,3.68,743437578,eng,560,376,20,02-10-2001 00:00,Pocket Books
9497,9506,37736,Forever...,Judy Blume,3.62,689849737,eng,199,239,51,01-12-2002 00:00,Atheneum/Richard Jackson Books
9498,9507,37737,Fudge-a-Mania (Fudge  #4),Judy Blume,4.01,425193829,eng,176,26588,538,06-01-2004 00:00,Berkley
9499,9508,37741,Tales of a Fourth Grade Nothing (Fudge  #1),Judy Blume,4.1,425193799,eng,144,122085,2156,06-01-2004 00:00,Berkley
9500,9509,37743,Forever . . .,Judy Blume,3.62,033039780X,eng,178,45863,2952,03-06-2005 00:00,Pan Childrens
9501,9510,37744,Wifey,Judy Blume,3.36,425206548,eng,304,11056,750,06-09-2005 00:00,Berkley
9502,9511,37750,Everything I Needed to Know about Being a Girl I Learned from Judy Blume,Jennifer O'Connell/Meg Cabot/Megan McCafferty/Melissa Senate/Diana Peterfreund/Stephanie Lessing/Laura Ruby/Erica Orloff/Stacey Ballis/Julie Kenner/Kristin Harmel/Jennifer Coburn/Elise Juska/Kyra Davis/Beth Kendrick/Berta Platas/Lynda Curnyn/Kayla Perrin/Cara Lockwood/Alison Pace/Megan Crane/Lara Deloza/Laura Caldwell/Shanna Swendson,3.47,1416531041,eng,275,1750,323,05-06-2007 00:00,Pocket Books
9503,9512,37751,BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever),Judy Blume,4.26,385734077,eng,512,479,64,27-03-2007 00:00,Delacorte Books for Young Readers
9504,9513,37766,Yosemite: Its Discovery  Its Wonder and Its People,Margaret Sanborn,3.96,939666502,eng,289,23,2,01-12-1989 00:00,Yosemite Conservancy
9505,9514,37772,A Man of the People,Chinua Achebe,3.87,385086164,eng,160,3294,208,16-08-2016 00:00,Penguin Books
9506,9515,37773,Collected Poems,Chinua Achebe,3.74,1400076587,eng,84,213,25,16-01-2009 00:00,Anchor Books
9507,9516,37774,Arrow of God (The African Trilogy  #3),Chinua Achebe,3.81,385014805,eng,230,4198,300,01-01-1989 00:00,Anchor Books
9508,9517,37780,Anatomy of a Boyfriend (Anatomy  #1),Daria Snadowsky,3.41,385733208,eng,259,4470,485,09-01-2007 00:00,Delacorte Press
9509,9518,37785,Lithium for Medea,Kate Braverman/Rick Moody,3.95,1583224718,eng,362,344,33,05-03-2002 00:00,Seven Stories Press
9510,9519,37790,Die Leiden des Jungen Werther,Johann Wolfgang von Goethe/R. Paulin,3.67,1853993239,ger,142,24,1,01-01-1998 00:00,Bristol Classical Press
9511,9520,37804,The Odyssey,Homer/George Herbert Palmer,3.76,486406547,en-US,239,242,25,23-12-1998 00:00,Dover Publications
9512,9521,37807,Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,4.12,976072610,eng,340,424,31,01-10-2005 00:00,El Paso Norte Press
9513,9522,37808,The Conquest of Gaul,Gaius Julius Caesar/F.P. Long/Cheryl Walker,3.99,760768951,eng,288,56,8,16-07-2005 00:00,Barnes  Noble
9514,9523,37811,The Assassination of Julius Caesar: A People's History of Ancient Rome,Michael Parenti,4.17,1565849426,eng,276,685,73,30-08-2004 00:00,The New Press
9515,9524,37813,Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,4.21,60518650,eng,321,6568,376,17-02-2004 00:00,Harper Perennial Modern Classics
9516,9525,37815,Mark Twain: Selected Works,Mark Twain,4.22,517053578,eng,690,41,1,02-10-1990 00:00,Gramercy
9517,9526,37817,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.3,1590526856,eng,112,20,0,03-07-2006 00:00,Multnomah
9518,9527,37819,The God of Small Things,Arundhati Roy,3.94,60977493,en-US,321,6667,722,01-05-1997 00:00,HarperCollins
9519,9528,37824,Balzac und die kleine chinesische Schneiderin,Dai Sijie,3.64,3492238696,ger,200,343,15,01-07-2003 00:00,Piper Taschenbuch
9520,9529,37826,The Wit &  Wisdom of Winston Churchill,James C. Humes/Richard M. Nixon,3.98,60925779,eng,256,181,15,26-12-2007 00:00,Harper Perennial
9521,9530,37828,Winston Churchill,John Keegan,3.83,670030791,en-GB,196,821,91,14-10-2002 00:00,Viking Books
9522,9531,37837,The Illustrated Garden Book: A New Anthology,Robin Lane  Fox/Vita Sackville-West/Freda Titford/Ken Kirkwood,4.19,689118449,eng,192,1,1,01-10-1986 00:00,Atheneum Books
9523,9532,37847,The Long Hard Road Out of Hell,Marilyn Manson/Neil Strauss,3.89,60987464,eng,275,22293,1141,03-03-1999 00:00,It Books
9524,9533,37848,Dissecting Marilyn Manson,Gavin Baddeley,3.86,859653722,eng,192,526,9,01-10-2007 00:00,Plexus Publishing
9525,9534,37852,Marilyn Manson,Kurt Reighley,3.36,312181337,en-US,192,116,5,15-04-1998 00:00,St. Martin's Griffin
9526,9535,37854,Marilyn Manson: The Lonely Watchman,Richard D. Nelson,4.0,1597818704,eng,224,3,0,18-02-2006 00:00,Xulon Press
9527,9536,37857,Philosophical Papers: Volume 1  Human Agency and Language,Charles Taylor,4.35,521317509,eng,304,52,1,28-03-1985 00:00,Cambridge University Press
9528,9537,37858,Sources of the Self: The Making of the Modern Identity,Charles Taylor,4.2,674824261,eng,624,1355,54,01-03-1992 00:00,Harvard University Press
9529,9538,37860,The Ethics of Authenticity,Charles Taylor,3.92,674268636,eng,152,697,49,22-09-1992 00:00,Harvard University Press
9530,9539,37861,Multiculturalism,Charles Taylor/Amy Gutmann/Michael Walzer/Susan R. Wolf/Shierry Weber Nicholsen/Kwame Anthony Appiah/JÌ_rgen Habermas/Steven C. Rockefeller,3.8,691037795,eng,192,341,17,11-09-1994 00:00,Princeton University Press
9531,9540,37863,Charles Taylor,Ruth  Abbey,3.6,521805228,eng,220,14,0,26-01-2004 00:00,Cambridge University Press
9532,9541,37869,Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),George Sullivan,4.12,439517370,eng,128,24,6,01-10-2005 00:00,Scholastic Nonfiction
9533,9542,37875,The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,Guy Kawasaki,3.87,1591840562,eng,240,22375,402,09-09-2004 00:00,Portfolio
9534,9543,37877,Mandala Sand Art Kit,Walter Foster Creative Team,1.0,1560107669,eng,8,1,0,01-01-2004 00:00,Walter Foster Publishing
9535,9544,37892,The Death Shift: The True Story of Nurse Genene and the Texas Baby Murders,Peter Elkind,3.78,451401964,eng,400,118,11,01-05-1990 00:00,Onyx
9536,9545,37900,Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor MilÌÁn,3.69,553561529,eng,432,567,18,01-01-1993 00:00,Spectra
9537,9546,37902,Turn of the Cards,Georgina Grey,3.0,449239691,eng,0,3,1,12-05-1979 00:00,Fawcett Coventry
9538,9547,37905,Dr. Seuss (First Biographies),Cheryl Carlson,4.33,736850910,eng,24,14,1,01-01-2005 00:00,Capstone Press
9539,9548,37909,Go Jump in the Pool! (Macdonald Hall  #2),Gordon Korman,4.16,590442090,eng,192,1419,38,01-01-1991 00:00,Scholastic
9540,9549,37911,Shipwreck (Island I),Gordon Korman/Holter Graham,3.8,439023319,eng,0,103,14,01-02-2007 00:00,Scholastic Audio Books
9541,9550,37947,The Pusher (87th Precinct  #3),Ed McBain,3.9,752857932,eng,192,1098,75,03-07-2003 00:00,Orion Books
9542,9551,37951,Eight Black Horses (87th Precinct  #38),Ed McBain/Mark T. Sullivan,3.92,743463080,eng,336,734,40,29-04-2003 00:00,Pocket Books
9543,9552,37952,Fiddlers (87th Precinct  #55),Ed McBain/Otto Penzler,3.86,156032783,eng,276,788,85,05-09-2006 00:00,Mariner Books
9544,9553,37954,The Last Dance (87th Precinct  #50),Ed McBain,3.69,671025708,eng,336,752,57,01-12-2000 00:00,Pocket Books
9545,9554,37976,The Listener's Bible: NIV,Anonymous/Max McLean,4.6,1931047170,eng,77,28,3,01-01-2001 00:00,Fellowship for the Performance
9546,9555,37979,Information Technology for Management: Transforming Organizations in the Digital Economy,Efraim Turban/Dorothy Leidner/James C. Wetherbe/Ephraim McLean/Christy Cheung/Daniel Tse/Maggie Lew,3.93,471705225,eng,724,109,3,01-01-2005 00:00,John Wiley & Sons
9547,9556,37986,A Search for What Makes Sense: Finding Faith,Brian D. McLaren/Steve Chalke,3.59,310272661,eng,187,132,15,11-02-2007 00:00,Zondervan Publishing Company
9548,9557,37996,Police Brutality: An Anthology,Jill Nelson/Robin D.G. Kelley/Richard Austin/Flores Alexander Forbes/Ron Daniels/Frank Moss/Derrick A. Bell/Claude Andrew Clegg III/Katheryn K. Russell/Patricia J. Williams/Stanley Crouch/Ishmael Reed/Arthur Doye,3.8,393321630,eng,320,47,6,17-05-2001 00:00,W. W. Norton  Company
9549,9558,37998,Reluctant Burglar (To Catch a Thief #1),Jill Elizabeth Nelson,3.67,1590526864,en-US,345,177,27,15-08-2006 00:00,Multnomah Books
9550,9559,38004,Q: The Autobiography of Quincy Jones,Quincy Jones,4.09,767905105,eng,432,639,51,08-10-2002 00:00,Three Rivers Press (CA)
9551,9560,38012,Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,Fred Goodman,3.91,712645624,eng,448,2,0,03-07-2003 00:00,Pimlico
9552,9561,38017,Lady on the Hill: How Biltmore Estate Became an American Icon,Howard E. Covington Jr.,3.91,471758183,eng,331,414,60,01-03-2006 00:00,Wiley
9553,9562,38019,Hit Men: Power Brokers and Fast Money Inside the Music Business,Fredric Dannen/Erroll McDonald,3.94,679730613,eng,432,689,44,02-07-1991 00:00,Vintage
9554,9563,38030,Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,60519134,en-US,404,16006,1049,10-07-2012 00:00,Harper Paperbacks
9555,9564,38042,The Last Shogun: The Life of Tokugawa Yoshinobu,Rytar Shiba/Juliet Winters Carpenter,3.76,1568363567,eng,256,296,29,20-08-2004 00:00,Kodansha America
9557,9566,38049,Whoreson,Donald Goines,4.32,870679945,en-US,320,1493,104,01-01-2000 00:00,Holloway House
9558,9567,38056,Crime Partners,Donald Goines,4.2,870678817,eng,159,474,21,01-11-2000 00:00,Holloway House
9559,9568,38066,Jonah's Gourd Vine,Zora Neale Hurston,3.99,60916516,eng,229,1679,82,22-01-1990 00:00,Amistad
9560,9569,38068,The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,4.25,60921714,eng,336,756,45,05-01-1996 00:00,Amistad
9561,9570,38069,Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,4.1,252008073,eng,408,103,9,01-09-1980 00:00,University of Illinois Press
9562,9571,38070,Zora Neale Hurston: Critical Perspectives Past And Present (Amistad Literary Series),Henry Louis Gates Jr./Kwame Anthony Appiah,4.2,1567430287,eng,238,24,0,11-02-2000 00:00,Harper Paperbacks
9563,9572,38075,The Tarot Cafe  #1,Sang-Sun Park,3.88,1595325557,en-US,176,1829,85,07-03-2017 00:00,TokyoPop
9564,9573,38083,Photography's Other Histories,Christopher Pinney/Nicholas Peterson,3.83,822331136,eng,296,24,2,24-04-2003 00:00,Duke University Press Books
9565,9574,38085,Photos of the Gods: The Printed Image and Political Struggle in India,Christopher Pinney,3.96,1861891849,eng,239,25,0,04-02-2004 00:00,Reaktion Books
9566,9575,38093,Antitrust Law,Richard A. Posner,4.0,226675769,en-US,304,33,1,01-12-2001 00:00,University of Chicago Press
9567,9576,38107,Case Closed: Lee Harvey Oswald and the Assassination of JFK,Gerald Posner,3.96,1400034620,eng,640,1194,107,09-09-2003 00:00,Anchor Books
9568,9577,38123,Sex and Reason,Richard A. Posner,3.91,674802802,eng,458,76,13,01-01-1992 00:00,Harvard University Press
9569,9578,38128,Law and Literature,Richard A. Posner,3.61,674514718,eng,432,95,6,15-03-1998 00:00,Harvard University Press
9570,9579,38150,Orlando: A Biography: Film Screenplay,Sally Potter/Virginia Woolf,4.07,571172954,eng,75,84,7,25-10-2013 00:00,Faber & Faber
9571,9580,38153,Orlando Furioso: Part Two,Ludovico Ariosto/Barbara Reynolds,4.23,014044310X,eng,800,133,14,29-09-1977 00:00,Penguin Classics
9572,9581,38154,Orlando Furioso,Ludovico Ariosto/Guido Waldman,4.02,192836773,eng,656,2339,64,28-01-1999 00:00,Oxford University Press
9573,9582,38155,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.31,014024364X,eng,1024,2931,222,01-03-1998 00:00,Penguin Books
9574,9583,38169,Alas  Babylon,Pat Frank,4.08,60741872,eng,323,33140,2614,05-07-2005 00:00,Harper Perennial Modern Classics
9575,9584,38175,The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss,Arthur Agatston,3.45,1579546463,en-US,310,553,18,05-04-2003 00:00,Rodale Books
9576,9585,38180,On the Beach,Nevil Shute,3.94,1842322761,eng,296,28414,1744,31-10-2002 00:00,House of Stratus
9577,9586,38198,The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,T.H. White,3.96,292707185,eng,137,109,22,01-09-1977 00:00,University of Texas Press (Austin/London)
9578,9587,38210,The Art of Happiness,Dalai Lama XIV/Howard C. Cutler,4.16,1573221112,eng,336,80161,2036,26-10-1998 00:00,Riverhead Hardcover
9579,9588,38211,The Art of Happiness at Work,Dalai Lama XIV/Howard C. Cutler,3.95,340831200,eng,224,1615,95,15-08-2005 00:00,Hodder Mobius
9580,9589,38212,Zen and the Art of Happiness,Chris Prentiss,4.05,943015537,eng,145,2955,270,28-06-2006 00:00,Power Press
9581,9590,38215,Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg/Jon Kabat-Zinn,4.24,1590301870,eng,256,4373,144,28-12-2004 00:00,Shambhala
9582,9591,38228,Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock/Virginia Alcott Sadock,4.22,781731836,eng,1500,246,9,16-12-2002 00:00,LWW
9583,9592,38230,How to Go to College Almost for Free  Updated,Ben R. Kaplan,3.45,60937653,en-US,400,111,11,18-09-2001 00:00,Collins Reference
9584,9593,38238,Australia,Kate Hemphill/ZoÌÇ Ross/Louise Bostock Lang,4.07,756615690,eng,616,69,0,01-08-2006 00:00,DK Publishing (Dorling Kindersley)
9585,9594,38242,Let's Go Australia on a Budget,Let's Go Inc.,3.93,031236086X,en-US,784,9,2,28-11-2006 00:00,Let's Go Publications
9586,9595,38244,National Geographic Traveler: Australia,Roff Smith,3.8,792238931,eng,400,9,2,05-10-1999 00:00,National Geographic
9587,9596,38262,Moll Flanders,Daniel Defoe/Mark Schorer/Georgina Sutton,3.52,1853260738,eng,339,35344,975,05-10-1993 00:00,Wordsworth Editions
9588,9597,38264,Moll Flanders,Daniel Defoe/Virginia Woolf,3.52,375760105,eng,335,387,54,11-06-2002 00:00,Modern Library
9589,9598,38288,The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer,James Fenimore Cooper/Blake Nevius,3.98,940450216,eng,1051,130,12,01-07-1985 00:00,Library of America
9590,9599,38296,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.7,553213296,eng,410,75121,1797,01-06-1982 00:00,Bantam Classics
9591,9600,38300,A River Runs Through It,Norman Maclean/Barry Moser,4.17,226500608,eng,168,6495,388,15-05-1989 00:00,University of Chicago Press
9592,9601,38302,Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,4.39,6380832,eng,608,67,12,01-01-1998 00:00,HarperCollins Publishers
9593,9602,38311,The Next Whole Earth Catalog: Access to Tools,Stewart Brand,4.45,394707761,eng,608,24,0,06-11-1981 00:00,Random House Inc.
9594,9603,38313,Whole Earth Software Catalog,Stewart Brand,3.92,385191669,en-US,208,13,1,01-10-1984 00:00,Doubleday Books
9595,9604,38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.06,812975219,eng,368,40155,1550,23-08-2005 00:00,Random House Trade Paperbacks
9596,9605,38330,El Borbah,Charles Burns,3.94,1560976934,en-US,96,740,34,17-01-2006 00:00,Fantagraphics
9597,9606,38331,Big Baby,Charles Burns,3.96,1560978007,eng,96,1368,58,17-02-2007 00:00,Fantagraphics
9598,9607,38333,Black Hole,Charles Burns,3.84,037542380X,eng,368,38261,2037,18-10-2005 00:00,Pantheon
9599,9608,38336,Black Hole  tome 3: Visions,Charles Burns,4.0,2840555522,fre,63,3,0,15-03-2001 00:00,Delcourt
9601,9610,38338,09-11-2023 00:00,Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert,3.73,1583224890,eng,140,3070,172,04-12-2001 00:00,Seven Stories Press
9602,9611,38339,Secrets  Lies and Democracy,Noam Chomsky/David Barsamian,3.98,1878825046,eng,128,934,27,01-07-2002 00:00,Odonian Press
9603,9612,38340,Syntactic Structures,Noam Chomsky/David W. Lightfoot,3.84,3110172798,eng,135,609,31,10-09-2012 00:00,Walter de Gruyter
9604,9613,38341,The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,Noam Chomsky/Greg Ruggiero,3.96,1583225471,en-US,80,155,7,09-07-2002 00:00,Seven Stories Press
9605,9614,38344,The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,4.01,1878825089,eng,190,435,18,01-07-2002 00:00,Odonian Press
9606,9615,38346,The Curious Sofa,Edward Gorey,4.18,151003076,eng,64,296,20,15-09-1997 00:00,Harcourt Brace & Company
9607,9617,38379,Ring (Ring  #1),Kji Suzuki/Robert B. Rohmer/Glynne Walley,3.82,1932234411,eng,282,11396,742,25-04-2004 00:00,Vertical
9608,9618,38385,The Ring Volume 4 Birthday,Kji Suzuki/Sakura Mizuki,3.58,1593072678,eng,160,56,2,21-06-2005 00:00,Dark Horse Manga
9609,9619,38398,Strings  Conformal Fields  and M-Theory (Graduate Texts in Contemporary Physics),Michio Kaku,4.15,387988920,eng,531,49,1,17-12-1999 00:00,Springer
9610,9620,38399,Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,4.27,387985891,eng,587,216,2,30-07-1999 00:00,Springer
9611,9621,38400,To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku/Daniel Axelrod,3.94,896083217,en-US,374,2,0,01-07-1999 00:00,South End Press (Boston)
9612,9622,38401,Company,Max Barry,3.73,1400079373,eng,338,4938,404,13-03-2007 00:00,Vintage
9613,9623,38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,4.25,385493622,eng,315,19473,692,08-09-1998 00:00,Anchor
9614,9624,38414,The Science Book,Peter Tallack/Simon Singh,4.05,1841882542,eng,528,25,1,28-03-2006 00:00,Weidenfeld & Nicolson
9615,9625,38424,Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,4.17,1417699671,eng,186,24732,726,01-04-2006 00:00,Turtleback Books
9616,9626,38426,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,3.65,205359213,en-US,131,11,0,04-03-2002 00:00,Allyn & Bacon
9617,9627,38429,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,3.65,205479804,eng,160,5,1,01-10-2005 00:00,Allyn & Bacon
9618,9628,38436,The Cat Who Played Post Office (Cat Who...  #6),Lilian Jackson Braun,3.97,747250375,eng,224,6366,200,09-05-1996 00:00,Headline
